,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
11146,0,1,1,5,4,0,1,1,0,1,0,1,1,0,0,12.13,26.13,3.62,2.87,7.61,-1.86,6.42
7014,0,1,2,5,3,0,0,1,1,1,1,1,1,1,1,12.04,26.46,1.8,-0.54,7.34,0.43,6.92
15503,1,0,3,1,4,0,0,0,1,0,0,0,1,1,1,12.15,27.78,1.98,-0.45,7.6,-0.67,4.55
3539,0,1,5,5,5,0,1,1,0,1,0,0,1,0,0,12.07,24.9,0.94,1.94,7.33,2.13,7.73
5788,0,1,1,3,4,0,1,0,1,1,1,0,0,1,1,11.91,31.51,-2.73,-3.45,7.83,0.29,4.89
10335,0,1,3,3,3,0,1,1,0,1,1,1,0,0,1,12.15,25.01,3.79,-5.14,7.34,0.71,5.29
4728,0,1,5,4,4,1,1,0,1,0,1,1,1,0,0,11.89,26.03,-0.49,1.77,7.54,-0.18,7.7
3453,0,1,3,4,5,1,0,0,0,1,1,1,0,1,0,12.39,28.47,1.41,1.6,7.42,0.39,5.63
16451,1,0,4,2,2,0,0,1,1,1,1,1,0,0,1,11.77,26.96,4.67,6.01,7.45,0.09,5.03
11732,0,1,4,3,5,1,0,0,1,1,0,1,1,1,0,11.74,27.97,1.28,1.94,7.52,-2.68,5.25
11761,0,0,4,5,2,1,0,1,1,1,0,0,1,1,1,12.12,27.27,-1.38,5.25,7.5,0.82,6.71
16315,1,0,4,5,5,1,1,0,0,0,1,0,1,1,0,12.3,24.14,0.35,0.65,7.35,-0.86,4.89
6793,0,1,3,3,4,0,0,1,0,0,0,1,1,1,1,12.21,29.63,1.16,2.96,7.21,-0.45,5.91
4714,0,1,5,3,4,1,0,0,0,1,1,1,1,1,0,12.02,29.03,3.41,1.6,7.21,2.05,5.18
10325,0,1,2,4,3,0,0,1,0,0,0,1,1,0,1,11.95,29.45,5.53,-0.46,7.07,-2.8,2.72
7036,0,1,3,5,3,1,1,0,0,0,1,0,1,1,1,12.27,27.93,2.5,3.49,7.56,-0.81,6.22
14456,0,1,2,4,5,1,0,1,1,1,1,1,0,0,1,12.26,28.01,3.03,-6.45,7.71,0.98,6.48
11246,0,1,4,2,5,0,0,1,0,0,0,1,0,1,1,12.01,29.38,-0.84,-3.41,7.41,0.24,6.93
3849,0,1,4,3,5,1,0,0,1,1,0,0,1,1,1,11.82,29.07,4.78,6.91,7.73,-0.62,4.97
12923,0,1,5,3,3,0,1,1,1,0,0,1,1,0,0,12.05,26.29,6.15,-3.44,7.68,4.38,6.34
11275,0,1,1,4,3,1,0,1,0,0,1,0,0,1,0,12.2,27.73,-0.8,-8.93,7.51,2.84,5.32
1470,0,1,2,2,3,0,0,0,1,0,1,1,0,1,1,12.26,29.38,-0.38,-4.1,7.54,-0.93,6.71
11009,0,1,3,4,4,0,1,1,1,1,0,0,1,1,0,12.04,27.92,3.05,-0.09,7.59,1.32,5.01
3814,0,0,1,5,2,1,0,1,0,1,0,0,0,0,1,11.98,25.22,1.11,4.45,7.24,0.14,5.17
1962,0,1,2,4,2,1,1,1,0,1,1,0,1,1,0,11.9,25.95,2.82,-2.89,7.82,1.66,6.72
15528,1,0,3,1,5,0,0,1,1,1,0,0,0,0,1,11.97,27.05,-0.33,-3.53,7.41,0.99,3.23
10817,0,1,3,4,5,0,1,0,1,0,0,1,1,1,0,11.72,30.47,2.26,-0.45,7.57,-1.9,6.01
15154,1,1,2,1,3,0,0,1,0,1,1,1,1,0,0,12.06,31.29,-1.22,1.28,7.49,-0.27,4.81
11582,0,1,4,5,4,0,0,0,0,1,0,0,1,1,0,12.11,25.82,1.37,-2.29,7.51,0.33,5.22
19894,1,1,4,5,4,0,1,0,0,1,1,1,0,1,0,12.13,31.24,3.05,2.21,7.49,2.52,2.76
936,0,1,1,5,5,1,0,0,1,1,0,0,1,1,0,11.94,27.72,0.96,-0.74,7.2,2.52,5.51
13325,0,0,3,4,5,0,1,1,1,0,0,0,1,0,1,11.99,30.73,2.65,-4,7.76,0.99,7.2
2341,0,0,3,4,5,0,1,1,0,0,1,0,1,1,0,12.14,28.04,-0.12,2.84,7.85,0.75,6.23
17368,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,11.75,27.48,4.38,6.88,7.56,-3.37,6.63
1746,0,1,2,2,5,1,0,0,1,1,1,0,1,0,1,11.81,30.42,4.34,-0.46,7.21,0.92,5.39
11669,0,0,3,3,3,1,1,1,0,0,0,1,1,1,0,12.07,23.91,2.49,-2.64,7.68,-0.44,4.16
10250,0,1,4,4,3,1,0,0,1,1,0,1,1,0,0,11.99,28.03,0.83,-1.23,7.52,1.72,6.44
4480,0,1,4,3,3,0,0,1,1,0,0,1,0,0,0,11.92,29.64,2.63,0.25,7.43,0.67,7.2
13327,0,1,1,5,5,1,0,1,1,1,0,0,0,1,1,12.14,28.35,2.42,0.74,7.42,2.82,3.91
10029,0,0,1,5,3,1,0,1,0,0,1,0,1,0,0,12.44,27.6,0.86,4.21,7.98,0.85,6.18
14399,0,1,4,4,4,0,0,1,1,0,0,1,1,0,0,12,31.09,2.7,-1.35,7.44,0.15,5.47
8210,0,1,2,3,2,1,1,1,0,0,0,0,0,0,1,11.95,29.03,6.98,-2.91,7.68,2.48,6.2
16003,1,1,3,3,2,0,1,0,1,1,1,0,1,0,1,12.13,25.73,2.82,-0.43,7.14,1.88,5.77
18587,1,1,5,1,3,0,0,1,0,1,1,0,0,0,1,11.93,27.14,4.12,-3.46,7.6,-1.32,3.68
12498,0,0,4,2,5,0,1,0,1,0,0,0,0,1,0,12.29,27.8,3.73,-1.96,7.7,-1.33,6.74
3250,0,1,3,4,4,0,0,0,1,1,1,0,1,1,0,11.82,27.35,1.86,-3.91,7.45,-0.95,6.13
6120,0,1,2,3,5,0,1,0,1,0,0,1,0,0,0,11.98,27.71,-0.29,-1.68,7.52,-1.8,6.03
7290,0,0,3,2,4,1,1,1,1,1,0,0,1,1,1,12.02,26.69,2.36,-1.17,7.44,0.26,5.34
17341,1,0,1,0,5,1,1,0,1,0,0,0,1,1,1,12.29,25.91,4.09,-3.35,7.37,0.47,4.98
1173,0,1,2,4,4,1,0,0,0,0,1,0,0,0,1,12.08,29.06,1.58,-2.5,7.97,1.76,7.16
15465,1,1,5,2,3,0,1,1,1,1,0,1,1,0,1,11.95,29.03,2.17,-1.56,7.51,-0.6,6.02
17070,1,0,5,1,4,1,1,1,1,1,0,1,0,0,0,12.42,26.88,1.96,3.46,7.78,-0.47,3.75
11050,0,1,4,2,5,1,0,1,1,1,1,1,1,0,1,11.93,28.32,0.23,3.57,7.4,-1.59,5.9
10245,0,1,2,4,3,0,0,1,0,0,0,0,0,0,0,12.24,28.02,2.6,3.64,7.7,0.32,5.47
5810,0,1,1,4,4,1,0,0,1,1,0,1,1,1,0,11.82,29.27,2.7,-0.28,7.42,2.82,5.77
7386,0,1,3,2,3,0,0,0,1,0,1,1,1,0,1,11.97,29.82,2.07,4.33,7.62,1.41,5.42
19306,1,1,3,1,2,0,1,0,1,1,0,1,1,0,0,12.26,27.88,-0.1,4.08,7.29,0.74,4.37
5082,0,1,3,5,3,0,0,0,1,1,0,0,1,0,0,11.96,28.08,-1.62,-4.96,7.49,1.67,5.35
13595,0,1,5,4,5,1,1,1,0,0,1,1,0,1,1,12.15,28.58,-0.84,1.66,7.96,0.29,4.45
12658,0,0,4,3,3,0,0,1,0,0,0,0,0,0,1,12.29,26.73,1.24,-2.04,7.74,1.48,5.85
918,0,1,3,5,4,1,1,1,1,0,0,0,0,1,0,11.97,28.57,0.03,-4.78,7.46,3.19,7.01
8864,0,1,2,1,4,0,1,0,1,0,1,1,1,1,1,12.05,27.18,2.12,1.7,7.15,4.94,5.32
8754,0,1,5,5,5,0,1,1,1,0,0,0,0,1,0,12.1,26.82,2.17,1.53,7.52,0.51,5.18
16930,1,1,4,2,4,1,0,0,1,0,0,0,0,0,0,11.96,26.73,-0.08,6.36,7.96,3.21,7.02
17220,1,0,3,3,5,0,0,0,1,0,0,1,1,1,0,12.21,30.54,0.6,-7.46,7.49,0.07,5.52
2821,0,0,3,5,5,0,1,0,1,1,1,1,1,0,1,12.03,31.25,2.3,-5.71,7.31,-0.93,6.21
7605,0,1,3,2,4,0,1,1,1,0,1,0,0,1,1,12.12,25.34,1.38,3.89,7.42,2.65,5.04
10680,0,0,4,2,4,0,1,1,1,1,1,0,1,1,1,12.19,29.23,-0.4,-1.74,7.6,3.6,6.87
15565,1,1,5,3,4,0,0,0,0,0,0,0,1,1,1,12.01,27.66,2.95,-2.73,7.45,-0.8,5.88
13399,0,1,5,4,4,1,1,1,1,1,1,0,0,0,0,12.1,28.57,1.28,2.42,7.7,-0.88,6.56
10880,0,0,1,5,5,1,0,1,1,0,1,1,1,1,0,12.11,29.06,1.29,-4.18,7.53,-0.57,6.95
6706,0,1,1,4,1,1,1,1,0,0,0,0,0,1,0,12.18,26.46,2.47,2.08,7.32,3.21,6.26
9856,0,0,4,3,5,0,0,0,0,1,1,0,1,0,1,12.05,28.76,1.05,3.85,7.13,-0.41,7.18
1478,0,1,4,4,4,0,1,1,0,0,1,0,1,0,0,12.25,26.39,-0.37,5.79,7.3,0.68,6.16
7880,0,1,2,4,5,0,0,1,0,0,1,1,1,0,1,12.02,25.39,1.01,0.31,7.5,1.49,5.46
2349,0,0,2,5,3,1,0,1,0,1,1,1,1,0,0,11.78,23.46,2.33,-4.53,7.2,2.29,6.6
10108,0,1,3,4,3,0,1,0,0,0,1,1,0,1,1,12.22,29.19,1.61,1.86,7.48,3.78,5.48
14640,0,1,2,4,4,1,0,0,0,0,0,1,1,0,1,11.91,26.05,3.93,-3.39,7.29,3.7,7.74
3029,0,0,2,5,1,0,0,0,1,1,1,1,1,0,1,11.86,29.35,2.7,2.17,7.94,-3.4,4.69
18445,1,1,3,2,3,1,0,0,1,1,1,1,0,0,1,11.98,26.55,2.92,-0.71,7.49,0.07,5.31
17839,1,1,4,5,1,1,0,0,0,0,1,0,1,1,0,11.88,27.78,1.58,0.43,7.41,-2.39,4.08
7552,0,0,3,1,3,1,0,0,0,1,1,0,1,1,0,11.7,27.38,-2.7,2.67,7.48,1.47,4.41
3120,0,1,1,5,4,0,0,1,0,0,1,0,0,1,0,11.91,26.12,0.92,0.68,7.65,2.41,5.49
16932,1,1,3,4,1,0,0,1,0,0,1,0,1,0,1,11.87,27.48,4.72,-4.24,7.71,4.06,7.56
19093,1,0,3,1,2,0,1,1,1,1,1,0,0,1,1,11.71,24.66,1.86,5.05,7.5,0.6,5.51
14214,0,1,1,4,5,0,0,1,0,1,1,1,0,0,1,12.07,26.12,0.18,-3.36,7.84,1.1,4.25
9096,0,1,2,3,5,1,1,0,1,0,0,0,0,0,0,11.92,26.69,1.54,-5.85,7.81,-0.05,6.23
9298,0,0,5,4,2,0,0,1,1,0,0,1,1,0,1,11.71,28.71,-1.82,5.25,7.51,-0.95,5.76
19339,1,0,3,1,3,0,0,1,1,0,0,0,0,1,1,12.31,28.6,-0.87,-0.18,7.07,-0.2,4.7
14776,0,1,5,4,5,1,1,0,1,1,0,1,1,1,1,12.08,26.97,4.15,2.8,7.55,3.84,3.36
1369,0,1,2,3,5,0,0,1,1,1,1,1,0,1,1,12.11,28.97,-1.09,-0.5,7.35,3.19,6.69
12104,0,1,1,4,3,1,0,0,0,1,1,1,0,0,1,11.99,29.53,0.58,-5.34,7.34,-0.51,7.43
4232,0,1,4,2,5,1,1,1,0,1,0,0,0,1,0,11.82,27.73,0.48,1.72,7.79,-0.04,6.35
4505,0,0,3,2,4,0,0,1,1,1,1,0,0,0,1,11.94,26.27,0.51,5.06,7.5,0.77,4.92
4189,0,1,5,5,3,0,1,1,1,1,1,1,1,1,0,12.11,26.48,0.19,5.13,7.47,-0.56,4.73
8893,0,1,3,2,4,0,1,1,0,0,0,0,0,1,1,12.23,29.58,0.4,-2.17,7.61,2.81,7.22
2229,0,1,1,2,3,1,1,1,0,0,0,0,0,0,1,12.09,28.75,1.49,3.32,7.36,-0.36,7.34
4810,0,1,4,5,4,0,0,0,0,0,1,0,0,1,1,11.81,26.55,2.46,-3.54,7.41,-0.59,3.62
476,0,1,1,2,5,0,0,1,1,1,1,0,0,1,0,12.19,27.89,4.7,1.16,7.13,-2.17,5.31
15166,1,1,4,1,3,1,1,1,0,1,0,0,0,1,0,12.13,28.04,1.32,2.39,7.72,-0.87,5.82
12728,0,1,1,4,3,1,0,1,1,1,0,1,0,1,1,12.31,26.18,3.32,-5.54,7.66,2.84,4.72
9059,0,1,5,4,3,1,0,1,0,1,1,0,0,1,0,11.79,27.99,3.04,2.65,8.01,2.2,6.08
107,0,1,3,5,5,1,1,0,0,0,0,1,0,0,0,12,24.87,-1.02,2.38,7.14,-0.21,6.99
11408,0,1,4,5,3,1,0,0,0,0,0,0,0,0,0,12.24,27.68,-0.49,-1.57,7.35,3.28,6.18
18929,1,0,1,4,5,1,1,0,1,1,0,0,0,0,0,11.97,27.76,0.1,-5.43,7.75,0.72,4.1
8887,0,1,3,5,5,1,1,1,0,0,0,1,1,1,0,11.81,28.9,1.62,3.33,7.19,1.37,5.46
14646,0,0,5,4,5,0,1,0,1,0,1,0,0,0,0,12.16,26.53,1.55,1.15,7.38,-1.64,6.49
3222,0,1,5,4,4,1,0,0,1,1,1,0,0,0,0,11.86,27.74,1.38,-0.61,7.54,0.46,6.6
9695,0,1,4,2,4,1,1,1,0,0,0,1,0,0,0,12.02,27.32,4.28,-3.08,7.98,-1.13,7.62
12889,0,0,2,2,3,1,0,1,0,0,0,0,0,0,1,12.35,26.67,0.6,3.11,7.43,0.06,5.46
5524,0,0,1,2,4,0,0,1,1,1,0,1,1,0,0,11.81,28.57,0.31,-4.05,7.63,2.23,6.5
9045,0,1,4,4,3,0,1,0,1,1,1,1,1,1,0,12.1,26.11,0.08,-2.29,7.3,4,6.04
2850,0,0,4,2,4,1,1,1,1,1,1,0,0,0,0,11.91,29.82,3.55,1.27,7.1,2.52,2.47
12884,0,1,4,1,2,1,1,0,1,0,0,1,1,1,1,12.27,28.82,1.09,-3.39,7.75,-0.49,7.08
10628,0,1,3,5,2,0,0,1,1,0,1,0,0,1,0,11.87,28.11,1.33,1.8,7.58,-0.81,6.51
7679,0,0,1,3,3,1,1,1,0,0,1,1,0,0,1,12.23,25.24,3.43,0.81,7.77,0.24,6.66
8988,0,0,4,3,5,1,1,1,1,0,0,0,0,0,0,11.9,25.36,3.59,-2.1,7.3,1.66,7.22
9279,0,0,3,5,5,1,1,1,0,0,0,1,0,1,1,11.79,28.19,3,0.28,7.49,2.52,5.64
2172,0,0,4,3,5,0,0,1,1,1,1,1,1,1,0,12.09,25.99,3.84,3.2,7.89,-0.66,5.92
15550,1,1,4,3,4,1,1,0,1,0,1,1,0,0,1,12.26,29.77,0.09,4.15,7.09,3.12,6.51
10017,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,12.17,26.41,2.78,6.41,7.47,1.02,5.98
7454,0,1,3,4,3,1,1,1,1,0,0,0,0,0,1,11.94,28.29,1.12,-3.87,7.61,0.69,5.95
13816,0,1,3,5,3,0,1,1,0,0,0,1,1,1,0,12.31,25.16,0.26,1.57,7.59,1.88,6.19
18340,1,1,1,4,5,1,0,0,1,0,0,0,0,1,1,11.66,25.87,2.58,1.84,7.5,1.11,5.23
7299,0,0,4,2,5,1,0,1,1,1,0,0,1,1,1,11.87,27.38,-0.22,2.57,7.83,0.33,5.53
2701,0,1,5,1,4,0,0,1,0,1,1,0,1,0,1,12.3,29.41,2.77,-1.41,7.41,-2.89,6.41
6498,0,1,1,5,4,1,1,0,1,1,1,1,0,0,1,11.87,27.78,3.59,-2.73,7.85,1.55,7.09
13111,0,0,1,5,2,0,0,1,0,1,0,1,0,1,1,12.18,30.32,2.58,5.48,7.36,-2.44,5.44
11079,0,1,2,4,4,0,0,1,1,1,1,1,1,0,1,12.3,28.51,1.11,-2.28,7.39,2.69,5.35
6158,0,1,2,5,4,0,0,1,1,0,1,1,0,1,0,12.03,29.93,3.75,4.33,7.62,2.24,5.84
859,0,1,2,3,3,1,0,0,0,1,0,0,0,1,0,12.16,27.74,-2.7,-1.57,7.46,2.52,6.61
13109,0,0,2,3,3,0,0,0,1,0,1,0,1,0,1,12.31,29.3,3.62,-3.05,8.09,-0.96,5.35
18994,1,1,5,3,1,0,1,0,1,1,1,0,0,0,0,11.69,30.68,1.42,2.04,7.61,-1.87,5.69
11194,0,1,4,3,3,1,1,1,0,1,0,0,0,1,1,12.05,29.43,0.54,-1.02,7.43,1.92,5.79
5573,0,1,1,1,2,1,1,0,0,1,0,1,1,1,1,11.94,28.47,-0.54,-3.78,7.55,-1.8,7.38
3840,0,1,1,5,5,1,0,1,1,1,1,0,1,1,0,12.33,28.29,1.64,-2.76,7.95,1.5,5.91
5394,0,1,5,4,4,1,0,1,0,1,0,1,0,1,0,11.81,28.18,2.11,-8.71,7.52,2.53,5.66
6919,0,1,1,4,3,1,1,0,0,1,0,0,1,1,0,11.96,31.68,4.14,-1.01,7.73,2.58,6.75
18802,1,0,3,5,4,0,0,1,0,1,0,0,1,1,1,12.21,25.81,2.72,-0.46,7.21,-0.57,5.57
5709,0,1,1,4,5,1,1,1,1,0,0,1,1,1,0,11.68,31.35,1.1,-2.91,7.12,-1.61,6.24
2530,0,1,2,2,3,0,0,1,0,0,0,1,0,1,0,12.19,25.97,3.94,8.67,7.55,-2.06,5.51
19397,1,0,3,1,1,0,0,0,0,1,0,1,0,0,1,11.83,30.31,-2.73,9.88,7.46,2.63,6.6
14648,0,0,4,3,4,1,1,1,1,1,0,1,0,0,0,12,28.46,2.17,4.78,7.46,1.51,4.9
12689,0,1,2,1,1,0,1,0,0,1,1,0,0,1,0,11.99,26.39,2.73,-4.29,7.42,-0.07,7.38
19099,1,1,4,1,5,1,0,1,0,1,1,1,0,1,0,11.95,22.43,5.12,-1.95,7.47,1.02,5.92
17995,1,1,3,2,1,0,0,0,0,0,1,1,1,0,0,12.46,27.38,1.67,-1.87,7.57,2.09,2.93
14341,0,1,5,5,5,0,0,1,1,1,1,1,1,0,0,12.02,29.91,0.78,-6.06,7.31,2.27,6.97
11755,0,0,3,5,2,0,1,1,1,1,1,1,1,0,1,11.75,28.09,1.75,4.29,7.33,-1.65,6.04
3030,0,0,3,5,3,0,0,1,0,0,0,1,1,1,1,12.12,26.81,4.01,-0.57,7.18,-0.73,5.66
4857,0,1,3,4,3,1,1,0,0,0,0,1,1,1,0,12.22,27.22,3.24,3.8,7.53,1.35,5.49
7222,0,1,4,2,4,0,1,1,0,0,0,0,1,1,0,11.91,26.77,2.1,5.91,7.52,0.54,5.57
19124,1,0,5,1,5,1,0,1,1,1,0,1,1,0,1,11.88,28.49,2.05,-1.91,7.77,0.45,4.33
18379,1,1,3,4,2,0,0,1,0,0,0,1,0,0,0,11.96,29.5,1.2,4.6,7.59,-1.48,5.58
13591,0,1,5,4,3,1,0,0,0,0,0,1,0,1,0,11.93,26.59,-2.07,0.38,7.26,-1.53,4.31
12558,0,1,5,5,5,1,1,0,1,0,1,1,0,0,1,12.1,25.85,0.94,4.86,7.52,0.12,5.45
4141,0,0,1,3,3,1,0,0,1,1,1,1,0,1,1,12.2,28.04,1.62,1.33,7.69,-0.57,5.86
17806,1,0,4,1,2,1,1,0,1,0,1,0,1,1,1,11.79,28.07,2.98,-1.26,7.49,-0.87,5.33
13010,0,1,1,5,4,0,0,1,1,1,0,0,1,1,0,12.08,28.17,2.48,-0.57,7.38,1,6.33
18881,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,11.85,27.25,1.59,-0.92,7.5,3.06,3.93
502,0,1,4,5,5,1,1,0,0,1,0,0,0,1,0,12.18,28.22,0.54,3.46,7.6,0.59,8.53
966,0,1,4,3,3,1,0,0,1,0,1,0,0,0,0,11.76,25.85,-0.56,-2.31,7.58,4.67,6.31
13320,0,0,4,4,5,0,0,1,1,1,0,0,0,0,0,12.08,25.58,-0.48,1.53,7.3,0.59,3.65
13908,0,1,5,4,2,1,0,1,0,1,0,0,0,0,1,11.8,28.26,4.02,2.65,7.69,-1.53,5.74
2578,0,1,1,3,5,1,0,0,1,0,0,1,1,1,1,11.98,28.34,1.9,-2.71,7.23,0.78,8.26
16406,1,0,2,4,4,1,1,1,1,0,0,0,0,1,0,11.87,29.48,1.83,6.38,7.26,-2.04,6.92
1740,0,0,2,3,4,1,0,0,0,1,0,0,0,1,0,12.11,25.94,2.31,0.83,7.5,2.25,7.35
1000,0,0,1,4,4,1,0,0,1,1,1,1,0,0,1,12.25,26.04,1.15,4.28,7.4,-0.8,6.1
5541,0,0,4,4,5,0,1,0,1,1,1,0,1,1,0,12.54,27.67,0.35,3.5,7.19,1.11,5.3
9844,0,1,5,1,1,0,0,0,1,0,0,0,0,1,0,12.06,25.89,3.62,2.56,7.61,-4.95,6.86
16362,1,1,3,1,3,0,0,0,0,1,0,1,1,1,1,12.15,29.42,1.2,-3.61,7.52,4.47,7.28
9962,0,0,2,2,2,0,1,0,0,0,0,1,1,1,1,11.92,28.51,1.79,1.07,7.04,1.65,4.97
14560,0,1,4,4,3,0,1,1,1,0,0,1,1,0,0,11.96,28.81,-0.03,-4.2,7.64,0.31,6.46
13668,0,1,3,3,4,1,1,1,1,0,1,1,0,0,1,12.16,26.24,2.54,1.09,7.47,-2.78,3.7
19416,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,11.95,29.8,0.74,0.96,7.87,1.79,5.12
14293,0,0,3,2,3,1,1,0,0,1,1,0,0,0,1,12.38,25.28,1.98,6.68,7.49,0.19,5.14
18990,1,0,2,4,2,0,1,1,0,1,0,0,1,1,1,12.28,28.81,1.28,-3.96,7.39,1.42,6.31
19460,1,1,5,3,4,0,0,1,0,0,1,1,1,0,1,11.97,29.03,1.84,0.49,7.14,-1.92,4.01
19077,1,0,3,3,2,1,0,0,1,0,1,1,1,0,0,12.38,27.24,1.21,3.07,7.4,0.15,5.4
1279,0,0,1,2,5,1,1,0,0,0,1,0,0,1,0,11.9,26.42,1.16,-1.45,7.09,-0.01,6.73
10607,0,1,5,2,3,0,1,0,0,0,1,1,1,0,0,11.7,31.21,-1.86,4.7,7.64,1.36,6.02
5382,0,1,3,4,4,0,1,0,1,1,1,0,1,0,1,12.05,25.37,-0.09,-2.82,7.53,-3.69,4.93
4553,0,1,1,3,5,0,0,0,1,1,1,0,0,0,1,12.14,28.87,2.28,-1.52,7.22,3.26,5.45
3969,0,1,1,4,3,0,1,1,0,0,0,1,1,0,1,12.04,26.22,-2.5,-1.39,7.36,1.69,5.88
10019,0,1,5,4,3,1,1,0,1,1,0,1,0,1,1,12,26.05,0.35,-0.95,7.41,1.31,6.42
5112,0,0,4,3,4,0,1,0,0,1,0,1,0,0,0,11.63,26.05,2.24,1.11,7.42,2.25,4.47
15112,1,0,3,3,2,0,0,0,0,1,1,0,1,1,1,11.72,28,0.74,-7.02,7.85,0.97,5.35
15453,1,1,3,2,3,0,0,1,0,0,1,0,1,0,0,12.09,29.25,1.32,-1.8,8.41,0.44,5.33
12750,0,1,1,4,3,0,1,1,0,1,1,1,1,1,0,12.22,29.01,1.11,-4.63,7.46,-0.5,6.55
4656,0,1,1,5,3,0,1,1,1,1,1,1,1,0,0,12.01,29.69,-1.18,-3.53,7.27,-0.2,6.44
14600,0,1,3,4,5,0,1,0,0,1,1,0,1,1,0,11.88,28.33,6.81,1.58,7.86,-0.44,4.5
15481,1,0,2,3,1,1,0,0,1,0,0,1,1,1,1,12.3,25.17,-0.06,1.82,7.65,2.15,5.18
3139,0,0,1,2,5,1,0,0,1,1,1,0,1,0,1,11.85,27.46,2.9,-1.38,7.61,2.1,6.2
15832,1,0,4,5,1,0,1,0,1,1,1,0,1,1,1,11.97,26.87,0.94,-3.1,6.74,3.66,6.58
11280,0,1,1,4,5,1,1,0,0,1,0,0,0,1,1,12.28,26.51,-1.2,3.21,7.61,-0.34,6.31
499,0,1,2,4,4,0,1,1,1,0,1,1,1,0,1,11.79,29.45,1.39,-0.4,6.99,-0.69,4.97
17063,1,1,3,1,1,0,1,1,1,1,1,1,0,0,1,12.25,27.12,1.76,-5.52,7.51,0.42,6.21
5314,0,0,3,2,4,0,0,1,1,0,1,0,0,0,1,11.85,26.58,0.55,-0.41,7.95,0.84,3.89
18206,1,0,1,1,4,0,0,0,1,1,1,1,0,1,1,11.91,29.8,1.85,6.1,7.39,-0.23,5.25
10320,0,1,3,5,4,1,0,0,0,1,1,0,1,0,1,12.31,26.56,-0.91,1.66,7.54,-0.45,6.88
1840,0,1,4,4,5,1,0,1,1,1,1,0,0,1,0,12.2,29.55,2.12,1.6,7.44,-4.5,6.75
7323,0,1,1,5,1,1,1,1,1,0,1,0,0,1,1,11.92,29.06,-1.04,-1.74,7.55,0.6,6.1
2975,0,0,1,5,3,0,0,1,0,1,0,0,1,1,0,11.8,31.53,3.67,6.18,7.52,1.59,7.72
5534,0,0,4,5,4,1,0,1,0,1,1,0,1,1,1,12.1,30.66,-1,-3.03,7.4,-0.2,6.35
7139,0,1,5,4,4,1,1,1,0,0,1,0,1,1,1,11.91,24.62,-0.43,3.3,7.61,1.48,6.4
16437,1,0,3,1,2,0,0,1,0,1,0,0,0,1,0,12.45,29.75,0.03,4.54,7.16,2.14,5.92
2605,0,0,1,5,3,1,1,0,0,0,0,1,1,1,1,11.93,29.77,2.73,5.68,7.54,3.89,6.89
15646,1,1,4,4,2,1,1,0,1,1,0,0,1,0,0,12.17,28.97,1.05,4.53,7.59,1.88,5.27
11643,0,1,3,2,4,1,0,1,1,1,1,1,0,0,0,12.3,26.98,0.65,-4.89,7.83,2.89,5.77
2612,0,0,4,4,3,0,0,1,1,0,0,1,1,1,0,11.81,28.17,0,-2.32,7.48,-0.57,6.04
7474,0,0,4,2,3,1,0,0,0,1,0,1,1,1,1,12.31,28.69,3.82,7.96,7.44,2.34,4.78
19488,1,1,4,1,3,0,0,0,1,1,0,1,1,0,1,11.87,32.22,0.66,3.39,7.48,0.98,8.24
13346,0,1,1,5,3,0,0,0,0,0,1,0,0,0,0,12.07,29.51,-1.47,4.94,8.04,-0.92,5.16
11516,0,0,3,5,5,0,0,1,0,0,0,1,0,1,0,11.76,28.01,2.08,6.3,7.48,0.72,5.51
15626,1,0,3,4,5,0,1,0,0,1,0,0,1,0,1,12.13,29.38,-0.2,-4.84,7.82,-1.8,7.27
1705,0,1,5,3,4,1,1,1,1,1,1,1,0,0,1,11.84,28.85,2.9,1.43,7.57,-2.93,7.19
1439,0,1,2,2,2,0,0,0,1,0,0,0,1,1,0,11.72,26.77,0.6,-1.2,7.46,0.51,4.88
2875,0,0,4,2,3,1,1,0,0,0,1,1,1,1,1,11.98,26.41,4.4,3.69,7.17,1.65,7.3
17990,1,1,1,1,3,1,1,1,1,0,0,1,0,1,0,11.9,27.85,2.99,-2.48,7.48,2.1,7.56
13412,0,1,3,3,4,0,1,0,0,1,0,0,0,1,0,12.05,28.51,4.5,1,7.6,2.72,5.02
1657,0,1,5,2,5,1,0,1,0,1,1,1,1,0,1,11.74,23.91,4.03,3.97,7.46,-0.33,5.61
10242,0,1,3,2,4,1,0,0,1,1,0,0,1,0,0,12.05,26.53,-0.94,-0.98,7.46,2.32,6.23
17223,1,0,2,3,5,0,1,1,1,1,0,0,0,0,0,12.01,28.18,1.11,2.71,7.27,0.8,7.17
14932,0,1,2,4,3,1,0,1,0,1,0,0,0,1,1,12.07,31.29,-1.24,6.27,7.43,3.42,5.11
10609,0,1,1,2,3,0,0,1,1,1,0,0,0,1,1,12.19,28.18,1.98,4.25,7.52,1.19,6.47
12883,0,1,3,5,5,0,0,1,1,0,1,1,1,1,0,12.06,28.78,1.14,-5.54,7.41,0.86,4.68
